run_timestamp,title,category,price_gbp,in_stock,rating,product_url
2026-07-28 10:56:49,It's Only the Himalayas,Travel,45.17,True,2,https://books.toscrape.com/catalogue/its-only-the-himalayas_981/index.html
2026-07-28 10:56:49,Full Moon over Noahâs Ark: An Odyssey to Mount Ararat and Beyond,Travel,49.43,True,4,https://books.toscrape.com/catalogue/full-moon-over-noahs-ark-an-odyssey-to-mount-ararat-and-beyond_811/index.html
2026-07-28 10:56:49,See America: A Celebration of Our National Parks & Treasured Sites,Travel,48.87,True,3,https://books.toscrape.com/catalogue/see-america-a-celebration-of-our-national-parks-treasured-sites_732/index.html
2026-07-28 10:56:49,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,Travel,36.94,True,2,https://books.toscrape.com/catalogue/vagabonding-an-uncommon-guide-to-the-art-of-long-term-world-travel_552/index.html
2026-07-28 10:56:49,Under the Tuscan Sun,Travel,37.33,True,3,https://books.toscrape.com/catalogue/under-the-tuscan-sun_504/index.html
2026-07-28 10:56:49,A Summer In Europe,Travel,44.34,True,2,https://books.toscrape.com/catalogue/a-summer-in-europe_458/index.html
2026-07-28 10:56:49,The Great Railway Bazaar,Travel,30.54,True,1,https://books.toscrape.com/catalogue/the-great-railway-bazaar_446/index.html
2026-07-28 10:56:49,A Year in Provence (Provence #1),Travel,56.88,True,4,https://books.toscrape.com/catalogue/a-year-in-provence-provence-1_421/index.html
2026-07-28 10:56:49,The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),Travel,23.21,True,1,https://books.toscrape.com/catalogue/the-road-to-little-dribbling-adventures-of-an-american-in-britain-notes-from-a-small-island-2_277/index.html
2026-07-28 10:56:49,Neither Here nor There: Travels in Europe,Travel,38.95,True,3,https://books.toscrape.com/catalogue/neither-here-nor-there-travels-in-europe_198/index.html
2026-07-28 10:56:49,"1,000 Places to See Before You Die",Travel,26.08,True,5,https://books.toscrape.com/catalogue/1000-places-to-see-before-you-die_1/index.html
2026-07-28 10:56:49,Sharp Objects,Mystery,47.82,True,4,https://books.toscrape.com/catalogue/sharp-objects_997/index.html
2026-07-28 10:56:49,"In a Dark, Dark Wood",Mystery,19.63,True,1,https://books.toscrape.com/catalogue/in-a-dark-dark-wood_963/index.html
2026-07-28 10:56:49,The Past Never Ends,Mystery,56.5,True,4,https://books.toscrape.com/catalogue/the-past-never-ends_942/index.html
2026-07-28 10:56:49,A Murder in Time,Mystery,16.64,True,1,https://books.toscrape.com/catalogue/a-murder-in-time_877/index.html
2026-07-28 10:56:49,The Murder of Roger Ackroyd (Hercule Poirot #4),Mystery,44.1,True,4,https://books.toscrape.com/catalogue/the-murder-of-roger-ackroyd-hercule-poirot-4_852/index.html
2026-07-28 10:56:49,The Last Mile (Amos Decker #2),Mystery,54.21,True,2,https://books.toscrape.com/catalogue/the-last-mile-amos-decker-2_754/index.html
2026-07-28 10:56:49,That Darkness (Gardiner and Renner #1),Mystery,13.92,True,1,https://books.toscrape.com/catalogue/that-darkness-gardiner-and-renner-1_743/index.html
2026-07-28 10:56:49,Tastes Like Fear (DI Marnie Rome #3),Mystery,10.69,True,1,https://books.toscrape.com/catalogue/tastes-like-fear-di-marnie-rome-3_742/index.html
2026-07-28 10:56:49,A Time of Torment (Charlie Parker #14),Mystery,48.35,True,5,https://books.toscrape.com/catalogue/a-time-of-torment-charlie-parker-14_657/index.html
2026-07-28 10:56:49,A Study in Scarlet (Sherlock Holmes #1),Mystery,16.73,True,2,https://books.toscrape.com/catalogue/a-study-in-scarlet-sherlock-holmes-1_656/index.html
2026-07-28 10:56:49,Poisonous (Max Revere Novels #3),Mystery,26.8,True,3,https://books.toscrape.com/catalogue/poisonous-max-revere-novels-3_627/index.html
2026-07-28 10:56:49,Murder at the 42nd Street Library (Raymond Ambler #1),Mystery,54.36,True,4,https://books.toscrape.com/catalogue/murder-at-the-42nd-street-library-raymond-ambler-1_624/index.html
2026-07-28 10:56:49,Most Wanted,Mystery,35.28,True,3,https://books.toscrape.com/catalogue/most-wanted_623/index.html
2026-07-28 10:56:49,Hide Away (Eve Duncan #20),Mystery,11.84,True,1,https://books.toscrape.com/catalogue/hide-away-eve-duncan-20_620/index.html
2026-07-28 10:56:49,Boar Island (Anna Pigeon #19),Mystery,59.48,True,3,https://books.toscrape.com/catalogue/boar-island-anna-pigeon-19_613/index.html
2026-07-28 10:56:49,The Widow,Mystery,27.26,True,2,https://books.toscrape.com/catalogue/the-widow_609/index.html
2026-07-28 10:56:49,Playing with Fire,Mystery,13.71,True,3,https://books.toscrape.com/catalogue/playing-with-fire_602/index.html
2026-07-28 10:56:49,What Happened on Beale Street (Secrets of the South Mysteries #2),Mystery,25.37,True,5,https://books.toscrape.com/catalogue/what-happened-on-beale-street-secrets-of-the-south-mysteries-2_506/index.html
2026-07-28 10:56:49,The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),Mystery,52.3,True,5,https://books.toscrape.com/catalogue/the-bachelor-girls-guide-to-murder-herringford-and-watts-mysteries-1_491/index.html
2026-07-28 10:56:49,Delivering the Truth (Quaker Midwife Mystery #1),Mystery,20.89,True,4,https://books.toscrape.com/catalogue/delivering-the-truth-quaker-midwife-mystery-1_464/index.html
2026-07-28 10:56:49,The Mysterious Affair at Styles (Hercule Poirot #1),Mystery,24.8,True,4,https://books.toscrape.com/catalogue/the-mysterious-affair-at-styles-hercule-poirot-1_452/index.html
2026-07-28 10:56:49,In the Woods (Dublin Murder Squad #1),Mystery,38.38,True,2,https://books.toscrape.com/catalogue/in-the-woods-dublin-murder-squad-1_433/index.html
2026-07-28 10:56:49,The Silkworm (Cormoran Strike #2),Mystery,23.05,True,5,https://books.toscrape.com/catalogue/the-silkworm-cormoran-strike-2_280/index.html
2026-07-28 10:56:49,The Exiled,Mystery,43.45,True,3,https://books.toscrape.com/catalogue/the-exiled_247/index.html
